Nazwa,Ticker,Kwartał [-],Data publikacji,Kurs [zł],Liczba akcji [-],Przychody ze sprzedaży [tys. zł],Zysk netto [tys. zł],Zysk operacyjny (EBIT) [tys. zł],Wartość księgowa na akcję [zł],Cena/WK [-],Zysk na akcję [zł],Cena/Zysk [-],Przychody ze sprzedaży na akcję [zł],Cena/Przychód [-],Wartość księgowa Grahama na akcję [zł],Cena/Wartość księgowa Grahama [-],ROE [%],ROA [%],Marża zysku netto [%],Nazwa+ticker
DGA,DGA,2025/Q2,2025-09-30,25.6,1130279,1661.0,3405.0,-342.0,15.8,1.02,1.68,9.56,3.77,4.27,12.37,1.3,10.66,5.79,44.66,DGA (DGA)
DRAGOENT,DGE,2020/Q4,2021-04-14,,1085655,162.0,-111.0,-110.0,3.16,,-0.42,,0.42,,3.16,,-13.3,-12.79,-99.56,DRAGOENT (DGE)
DRAGOENT,DGE,2021/Q1,2021-05-13,29.3,1085655,113.0,-163.0,-163.0,3.01,,-0.43,,0.46,,3.01,,-14.21,-13.51,-92.99,DRAGOENT (DGE)
DRAGOENT,DGE,2021/Q2,2021-08-12,41.59,1085655,384.0,16.0,17.0,3.02,11.57,-0.38,,0.72,48.38,3.02,11.57,-12.46,-11.58,-52.1,DRAGOENT (DGE)
DRAGOENT,DGE,2021/Q3,2021-11-10,68.0,1085655,6628.0,2734.0,2902.0,5.54,15.48,2.28,37.62,6.71,12.78,7.82,10.97,41.16,24.18,33.98,DRAGOENT (DGE)
DRAGOENT,DGE,2021/Q4,2022-02-11,65.0,1085655,5945.0,2085.0,2455.0,7.46,9.05,4.3,15.69,12.04,5.61,7.37,9.16,57.67,50.38,35.75,DRAGOENT (DGE)
DRAGOENT,DGE,2022/Q1,2022-05-13,47.8,1085655,2273.0,577.0,436.0,7.43,8.17,4.99,12.18,14.03,4.33,7.29,8.33,67.1,54.15,35.54,DRAGOENT (DGE)
DRAGOENT,DGE,2022/Q2,2022-08-12,63.0,1085655,1926.0,89.0,-167.0,7.51,5.67,5.05,8.43,15.45,2.76,7.74,5.5,67.27,53.89,32.7,DRAGOENT (DGE)
DRAGOENT,DGE,2022/Q3,2022-11-14,44.6,1085655,2633.0,534.0,243.0,8.97,4.2,3.03,12.46,11.77,3.2,9.21,4.09,33.73,27.84,25.71,DRAGOENT (DGE)
DRAGOENT,DGE,2022/Q4,2023-02-14,58.7,1085655,7230.0,219.0,871.0,8.78,5.64,1.31,37.87,12.95,3.82,8.77,5.64,14.89,11.64,10.09,DRAGOENT (DGE)
DRAGOENT,DGE,2023/Q1,2023-05-15,41.8,1085655,3562.0,409.0,607.0,9.13,4.59,1.15,36.36,14.14,2.96,9.12,4.59,12.62,10.1,8.15,DRAGOENT (DGE)
DRAGOENT,DGE,2023/Q2,2023-08-14,55.6,1085655,4142.0,222.0,467.0,9.24,4.34,1.27,31.46,16.18,2.48,9.09,4.41,13.79,11.43,7.88,DRAGOENT (DGE)
DRAGOENT,DGE,2023/Q3,2023-11-29,52.0,1085655,4296.0,666.0,536.0,9.76,5.63,1.4,39.39,17.71,3.11,9.73,5.65,14.3,12.1,7.88,DRAGOENT (DGE)
DRAGOENT,DGE,2023/Q4,2024-04-30,24.8,1085655,4693.0,112.0,657.0,9.87,5.88,1.3,44.69,15.38,3.77,9.82,5.91,13.15,11.01,8.44,DRAGOENT (DGE)
DRAGOENT,DGE,2024/Q1,2024-05-31,25.3,1085655,4901.0,617.0,688.0,10.44,2.32,1.49,16.25,16.61,1.46,10.5,2.3,14.27,11.73,8.97,DRAGOENT (DGE)
DRAGOENT,DGE,2024/Q2,2024-09-30,21.2,1085655,6507.0,1515.0,1637.0,11.83,2.02,2.68,8.92,18.79,1.27,12.17,1.96,22.65,18.18,14.27,DRAGOENT (DGE)
DRAGOENT,DGE,2024/Q3,2024-11-29,22.1,1085655,5409.0,1121.0,1276.0,12.87,1.65,3.1,6.84,19.81,1.07,13.23,1.6,24.09,20.44,15.64,DRAGOENT (DGE)
DRAGOENT,DGE,2024/Q4,2025-04-30,22.0,1085655,4435.0,384.0,205.0,13.28,1.44,3.35,5.72,19.58,0.98,13.64,1.4,25.23,21.39,17.11,DRAGOENT (DGE)
DRAGOENT,DGE,2025/Q1,2025-05-30,24.4,1085655,3552.0,233.0,303.0,13.38,1.73,3.0,7.74,18.33,1.27,13.83,1.68,22.39,19.66,16.34,DRAGOENT (DGE)
DRAGOENT,DGE,2025/Q2,2025-09-30,21.8,1085655,4871.0,950.0,1109.0,14.14,1.55,2.48,8.85,16.83,1.3,14.71,1.49,17.51,14.87,14.72,DRAGOENT (DGE)
DIAG,DIA,2023/Q4,2024-04-30,,33756500,408347.0,31098.0,52808.0,9.63,,3.66,,47.04,,-21.89,,37.96,8.83,7.77,DIAG (DIA)
DIAG,DIA,2024/Q3,2025-01-20,,33756500,483485.0,51774.0,82303.0,11.47,,5.89,,54.9,,-24.38,,51.38,13.04,10.74,DIAG (DIA)
DIAG,DIA,2024/Q4,2025-04-24,145.55,33756500,505281.0,55952.0,78439.0,12.4,,6.62,,57.77,,-28.36,,53.35,13.0,11.45,DIAG (DIA)
DIAG,DIA,2025/Q1,2025-05-27,166.57,33756500,591552.0,75111.0,112230.0,14.58,9.15,6.87,19.43,61.06,2.19,-27.18,,47.12,12.92,11.25,DIAG (DIA)
DIAG,DIA,2025/Q2,2025-09-04,201.0,33756500,588303.0,66755.0,102800.0,12.47,13.41,7.11,23.51,64.24,2.6,-31.53,,57.02,12.86,11.07,DIAG (DIA)
DIGITANET,DIG,2010/Q4,2011-03-17,10.07,4063500,5659.0,1617.0,1941.0,8.11,1.89,1.18,12.92,4.02,3.81,4.51,3.39,14.6,12.65,29.46,DIGITANET (DIG)
DIGITANET,DIG,2011/Q1,2011-05-12,9.77,4063500,4474.0,1303.0,1314.0,8.43,1.96,1.22,13.5,4.28,3.85,4.58,3.6,14.48,12.49,28.54,DIGITANET (DIG)
DIGITANET,DIG,2011/Q2,2011-08-25,8.13,4063500,7140.0,2897.0,3269.0,7.98,2.12,1.68,10.08,5.1,3.32,3.75,4.51,21.0,17.36,32.9,DIGITANET (DIG)
DIGITANET,DIG,2011/Q3,2011-11-09,10.54,4063500,4331.0,1055.0,842.0,8.24,1.75,1.69,8.51,5.32,2.71,3.72,3.87,20.51,17.6,31.81,DIGITANET (DIG)
DIGITANET,DIG,2011/Q4,2012-03-07,11.71,4063500,7963.0,2778.0,3118.0,8.85,1.86,1.98,8.35,5.88,2.8,4.0,4.12,22.33,19.55,33.6,DIGITANET (DIG)
DIGITANET,DIG,2012/Q1,2012-05-15,11.48,4063500,6160.0,169.0,1750.0,9.21,2.17,1.7,11.78,6.3,3.18,4.11,4.86,18.43,16.41,26.96,DIGITANET (DIG)
DIGITANET,DIG,2012/Q2,2012-08-23,10.67,4063500,9305.0,4197.0,3290.0,8.11,2.21,2.02,8.87,6.83,2.62,2.82,6.34,24.89,21.39,29.54,DIGITANET (DIG)
DIGITANET,DIG,2012/Q3,2012-11-08,12.16,4063500,6037.0,948.0,1100.0,8.31,1.95,1.99,8.14,7.25,2.23,2.91,5.57,23.98,20.89,27.46,DIGITANET (DIG)
DIGITANET,DIG,2012/Q4,2013-03-05,13.62,4063500,10622.0,3035.0,3634.0,9.02,2.24,2.05,9.83,7.91,2.56,3.45,5.86,22.78,20.47,25.99,DIGITANET (DIG)
DIGITANET,DIG,2013/Q1,2013-05-14,14.76,4063500,8082.0,1604.0,1874.0,9.41,2.29,2.41,8.97,8.38,2.58,3.63,5.94,25.58,22.78,28.74,DIGITANET (DIG)
DIGITANET,DIG,2013/Q2,2013-08-22,14.38,4063500,8215.0,1830.0,2249.0,7.39,2.66,1.83,10.79,8.11,2.43,1.56,12.61,24.68,20.9,22.51,DIGITANET (DIG)
DIGITANET,DIG,2013/Q3,2013-11-12,13.92,4063500,6927.0,984.0,1217.0,7.64,2.5,1.83,10.41,8.33,2.29,1.71,11.17,24.02,20.56,22.02,DIGITANET (DIG)
DIGITANET,DIG,2013/Q4,2014-03-12,13.82,4063500,8349.0,2659.0,3214.0,8.29,2.24,1.74,10.68,7.77,2.39,2.28,8.17,21.01,17.37,22.41,DIGITANET (DIG)
DIGITANET,DIG,2014/Q1,2014-05-13,8.81,4063500,7039.0,1626.0,1943.0,8.69,1.67,1.75,8.29,7.51,1.93,3.18,4.56,20.1,16.55,23.25,DIGITANET (DIG)
DIGITANET,DIG,2014/Q2,2014-08-26,7.14,4063500,6863.0,1466.0,1708.0,9.05,1.18,1.66,6.46,7.18,1.49,3.59,2.98,18.31,15.25,23.08,DIGITANET (DIG)
DIGITANET,DIG,2014/Q3,2014-10-30,5.67,4063500,3681.0,-926.0,-1194.0,8.82,1.01,1.19,7.5,6.38,1.39,2.81,3.16,13.46,11.1,18.61,DIGITANET (DIG)
DIGITANET,DIG,2014/Q4,2015-03-20,3.78,4063500,4049.0,-8563.0,-10653.0,6.72,0.88,-1.57,,5.32,1.11,2.39,2.47,-23.44,-17.81,-29.57,DIGITANET (DIG)
DIGITANET,DIG,2015/Q1,2015-05-15,3.56,4063500,4225.0,553.0,644.0,6.85,0.71,-1.84,,4.63,1.05,2.47,1.97,-26.83,-22.07,-39.7,DIGITANET (DIG)
DIGITANET,DIG,2015/Q2,2015-08-28,2.72,4063500,5344.0,598.0,633.0,7.0,0.48,-2.05,,4.26,0.79,2.65,1.27,-29.31,-24.9,-48.2,DIGITANET (DIG)
DIGITANET,DIG,2015/Q3,2015-11-13,3.9,4063500,4813.0,8.0,-52.0,7.0,0.6,-1.82,,4.54,0.93,2.74,1.53,-26.02,-21.88,-40.17,DIGITANET (DIG)
DIGITANET,DIG,2015/Q4,2016-03-17,3.71,4063500,10411.0,1667.0,2027.0,7.0,0.78,0.69,8.01,6.1,0.9,-0.67,,9.8,6.73,11.23,DIGITANET (DIG)
DIGITANET,DIG,2016/Q1,2016-05-12,5.3,4063500,8589.0,416.0,494.0,7.03,0.69,0.65,7.49,7.18,0.68,-0.33,,9.21,6.19,9.02,DIGITANET (DIG)
DIGITANET,DIG,2016/Q2,2016-08-26,4.31,4063500,9394.0,328.0,543.0,7.13,0.73,0.6,8.57,8.17,0.63,-0.12,,8.46,5.64,7.38,DIGITANET (DIG)
DIGITANET,DIG,2016/Q3,2016-11-10,4.24,4063500,8110.0,-685.0,-682.0,7.05,0.71,0.46,10.76,8.98,0.55,-0.09,,6.56,4.48,5.15,DIGITANET (DIG)
DIGITANET,DIG,2016/Q4,2017-03-17,3.9,4119374,12062.0,1110.0,1180.0,7.21,0.72,0.33,15.88,9.26,0.56,0.65,8.01,4.53,3.23,3.53,DIGITANET (DIG)
DIGITANET,DIG,2017/Q1,2017-05-15,4.06,4119374,9615.0,650.0,1029.0,7.41,0.72,0.43,12.31,9.51,0.56,0.96,5.5,5.81,4.29,4.53,DIGITANET (DIG)
DIGITANET,DIG,2017/Q2,2017-08-31,6.55,4119374,13231.0,2827.0,3341.0,7.72,0.83,0.98,6.56,10.44,0.61,1.29,4.98,12.65,9.11,9.34,DIGITANET (DIG)
DIGITANET,DIG,2017/Q3,2017-11-14,6.41,4119374,9685.0,844.0,994.0,7.92,1.1,1.31,6.62,10.83,0.8,1.35,6.43,16.6,12.94,12.14,DIGITANET (DIG)
DIGITANET,DIG,2017/Q4,2018-04-06,8.31,4119374,16670.0,3437.0,3361.0,8.67,1.1,1.8,5.27,11.94,0.8,1.09,8.68,20.8,13.66,15.1,DIGITANET (DIG)
DIGITANET,DIG,2018/Q1,2018-05-30,11.47,4119374,11397.0,1454.0,1730.0,9.0,1.14,1.93,5.31,12.38,0.83,1.41,7.29,21.45,14.71,15.6,DIGITANET (DIG)
DIGITANET,DIG,2018/Q2,2018-09-21,11.43,4119374,15047.0,3282.0,4008.0,9.16,1.58,2.04,7.11,12.82,1.13,1.81,8.02,22.27,14.96,15.92,DIGITANET (DIG)
DIGITANET,DIG,2018/Q3,2018-11-29,11.68,4119374,12855.0,904.0,1525.0,9.34,1.6,2.02,7.39,13.59,1.1,1.4,10.61,21.58,13.95,14.83,DIGITANET (DIG)
DIGITANET,DIG,2018/Q4,2019-04-25,10.1,4238962,21635.0,2276.0,2032.0,9.67,1.22,1.77,6.63,14.37,0.82,1.06,11.13,18.34,11.7,12.33,DIGITANET (DIG)
DIGITANET,DIG,2019/Q1,2019-05-30,8.89,4238962,12894.0,-547.0,-399.0,9.58,1.17,1.42,7.92,14.73,0.76,-0.22,,14.77,9.41,9.61,DIGITANET (DIG)
DIGITANET,DIG,2019/Q2,2019-09-30,5.4,4238962,13904.0,-1536.0,-1272.0,9.32,0.89,0.42,19.87,14.46,0.57,-3.56,,4.47,2.42,2.88,DIGITANET (DIG)
DIGITANET,DIG,2019/Q3,2019-11-29,4.38,4238962,12929.0,-1688.0,-1245.0,9.04,0.74,-0.03,,14.48,0.46,-4.89,,-0.36,-0.18,-0.22,DIGITANET (DIG)
DIGITANET,DIG,2019/Q4,2020-05-07,3.22,4238962,19113.0,-11511.0,-11962.0,6.53,0.81,-3.09,,13.88,0.38,-7.51,,-47.37,-17.75,-22.28,DIGITANET (DIG)
DIGITANET,DIG,2020/Q1,2020-06-10,3.74,4238962,11330.0,-1446.0,-1758.0,6.32,0.62,-3.27,,13.51,0.29,-7.63,,-51.69,-19.62,-24.16,DIGITANET (DIG)
DIGITANET,DIG,2020/Q2,2020-09-30,3.64,4238962,13033.0,-194.0,-427.0,6.34,0.75,-3.03,,13.31,0.36,-6.9,,-47.82,-19.18,-22.78,DIGITANET (DIG)
DIGITANET,DIG,2020/Q3,2020-11-30,3.88,4238962,11041.0,409.0,1202.0,6.45,0.7,-2.65,,12.86,0.35,-7.04,,-41.01,-16.16,-20.57,DIGITANET (DIG)
DIGITANET,DIG,2020/Q4,2021-04-30,6.06,4238962,15295.0,-3067.0,2271.0,5.69,0.8,-0.89,,11.96,0.38,-5.47,,-15.61,-5.95,-7.43,DIGITANET (DIG)
DIGITANET,DIG,2021/Q1,2021-05-31,5.32,4238962,5632.0,598.0,127.0,5.35,1.61,-0.56,,10.62,0.81,-5.23,,-10.43,-4.06,-5.26,DIGITANET (DIG)
DIGITANET,DIG,2021/Q2,2021-09-30,5.22,4238962,7898.0,2340.0,2730.0,5.81,1.02,-0.07,,9.4,0.63,-4.46,,-1.24,-0.5,-0.77,DIGITANET (DIG)
DIGITANET,DIG,2021/Q3,2021-11-29,5.77,4238962,8802.0,3728.0,4504.0,6.51,0.99,0.53,12.3,8.88,0.73,-3.19,,8.07,3.7,5.92,DIGITANET (DIG)
DIGITANET,DIG,2021/Q4,2022-04-28,11.68,4238962,12984.0,3404.0,3798.0,7.14,1.07,1.91,4.01,8.33,0.92,-2.21,,26.76,12.89,22.92,DIGITANET (DIG)
DIGITANET,DIG,2022/Q1,2022-05-26,8.77,4238962,8669.0,1137.0,2092.0,7.34,1.84,1.99,6.78,9.05,1.49,-1.55,,27.15,13.51,22.02,DIGITANET (DIG)
DIGITANET,DIG,2022/Q2,2022-09-30,8.49,4238962,12418.0,2801.0,4296.0,7.87,1.44,2.07,5.47,10.11,1.12,-1.24,,26.27,13.66,20.44,DIGITANET (DIG)
DIGITANET,DIG,2022/Q3,2022-11-17,8.81,4238962,13150.0,2520.0,3985.0,8.33,1.26,1.82,5.78,11.14,0.94,-2.16,,21.82,10.78,16.31,DIGITANET (DIG)
DIGITANET,DIG,2022/Q4,2023-04-28,11.11,4238962,14154.0,4440.0,4245.0,9.21,1.44,2.01,6.59,11.42,1.16,-0.23,,21.84,10.89,17.62,DIGITANET (DIG)
DIGITANET,DIG,2023/Q1,2023-05-30,9.98,4238962,9861.0,1326.0,1675.0,9.42,1.38,2.03,6.44,11.7,1.12,-0.74,,21.49,10.93,17.32,DIGITANET (DIG)
DIGITANET,DIG,2023/Q2,2023-09-29,14.2,4238962,14806.0,5371.0,5883.0,9.78,1.25,2.56,4.78,12.26,1.0,-0.91,,26.21,13.6,20.9,DIGITANET (DIG)
DIGITANET,DIG,2023/Q3,2023-11-24,21.95,4238962,16890.0,11868.0,8037.0,12.33,1.34,4.66,3.54,13.14,1.26,1.23,13.42,37.79,20.99,35.45,DIGITANET (DIG)
DIGITANET,DIG,2023/Q4,2024-04-18,40.46,4238962,22725.0,6161.0,7138.0,13.53,2.29,5.04,6.16,15.16,2.04,2.98,10.4,37.23,21.04,33.21,DIGITANET (DIG)
DIGITANET,DIG,2024/Q1,2024-05-15,47.34,4238962,12347.0,3296.0,3167.0,14.2,3.2,5.49,8.26,15.75,2.88,4.21,10.78,38.68,23.2,34.88,DIGITANET (DIG)
DIGITANET,DIG,2024/Q2,2024-09-24,39.68,4238962,16436.0,6259.0,6607.0,10.73,4.39,5.7,8.26,16.14,2.92,-0.11,,53.14,27.7,35.35,DIGITANET (DIG)
DIGITANET,DIG,2024/Q3,2024-11-26,45.49,4238962,18619.0,7303.0,8270.0,12.07,3.84,4.7,9.88,16.54,2.8,1.88,24.71,38.89,21.68,28.38,DIGITANET (DIG)
DIGITANET,DIG,2024/Q4,2025-04-30,64.02,4238962,27263.0,11332.0,13654.0,11.34,4.76,5.93,9.1,17.61,3.07,0.73,73.77,52.33,27.29,33.68,DIGITANET (DIG)
DIGITANET,DIG,2025/Q1,2025-05-20,75.27,4238962,15396.0,5018.0,5509.0,12.44,4.74,6.36,9.27,18.33,3.22,2.39,24.71,51.15,29.71,34.72,DIGITANET (DIG)
DIGITANET,DIG,2025/Q2,2025-09-17,96.9,4238962,20470.0,8079.0,9823.0,11.84,6.93,6.85,11.97,19.28,4.25,2.15,38.07,57.87,32.59,35.52,DIGITANET (DIG)
DMGROUP,DMG,2012/Q4,2013-03-20,,29079226,42846.0,1129.0,1690.0,1.4,,0.2,,4.88,,0.83,,14.33,6.54,4.1,DMGROUP (DMG)
DMGROUP,DMG,2013/Q2,2013-08-30,1.65,29079226,34969.0,2839.0,3480.0,1.51,,0.21,,5.49,,0.94,,13.78,7.11,3.78,DMGROUP (DMG)
DMGROUP,DMG,2013/Q3,2013-11-14,2.51,35333311,39043.0,2001.0,2736.0,1.58,1.33,0.18,11.84,4.46,0.47,1.01,2.09,11.25,6.26,4.0,DMGROUP (DMG)
DMGROUP,DMG,2013/Q4,2014-03-21,2.15,35333311,42205.0,1866.0,2310.0,1.65,1.54,0.2,12.81,4.44,0.57,1.08,2.36,12.05,6.77,4.48,DMGROUP (DMG)
DMGROUP,DMG,2014/Q1,2014-05-15,2.04,35533311,36018.0,2308.0,2674.0,1.71,1.35,0.25,9.07,4.28,0.54,1.13,2.04,14.85,8.58,5.92,DMGROUP (DMG)
DMGROUP,DMG,2014/Q2,2014-08-18,2.19,35533311,40263.0,1834.0,2610.0,1.76,1.28,0.23,10.03,4.43,0.51,0.85,2.67,12.81,7.52,5.08,DMGROUP (DMG)
DMGROUP,DMG,2014/Q3,2014-11-06,4.42,35533311,45271.0,1954.0,2462.0,1.82,2.08,0.22,16.87,4.61,0.82,0.9,4.19,12.35,6.9,4.86,DMGROUP (DMG)
DMGROUP,DMG,2014/Q4,2015-03-19,5.73,35533311,50997.0,3055.0,4052.0,1.9,3.3,0.26,24.39,4.86,1.29,0.8,7.86,13.55,6.43,5.3,DMGROUP (DMG)
DMGROUP,DMG,2015/Q1,2015-05-07,5.36,35533311,55745.0,1425.0,3335.0,1.94,3.38,0.23,28.19,5.41,1.21,0.86,7.66,11.99,5.86,4.3,DMGROUP (DMG)
DMGROUP,DMG,2015/Q2,2015-08-27,4.54,35533311,54342.0,2517.0,2846.0,1.91,2.63,0.25,19.93,5.81,0.86,0.58,8.59,13.18,5.92,4.34,DMGROUP (DMG)
DMGROUP,DMG,2015/Q3,2015-11-05,3.83,35533311,61887.0,884.0,5352.0,1.94,2.47,0.22,21.6,6.28,0.76,0.47,10.21,11.45,5.06,3.53,DMGROUP (DMG)
DMGROUP,DMG,2015/Q4,2016-03-18,3.84,35533311,54681.0,-533.0,-1833.0,1.87,2.4,0.12,37.25,6.38,0.71,0.1,44.59,6.45,2.92,1.89,DMGROUP (DMG)
DMGROUP,DMG,2016/Q1,2016-05-06,3.83,35533311,77542.0,1637.0,3884.0,6.3,0.66,0.12,34.56,6.99,0.59,-0.73,,1.9,1.08,1.71,DMGROUP (DMG)
DMGROUP,DMG,2016/Q2,2016-08-26,5.0,73588400,77299.0,3021.0,1250.0,3.78,1.31,0.06,79.55,3.69,1.34,-0.53,,1.65,1.04,1.69,DMGROUP (DMG)
DMGROUP,DMG,2016/Q3,2016-11-04,5.1,86076085,83034.0,-1334.0,1032.0,3.21,1.86,0.03,187.68,3.4,1.76,-0.49,,0.99,0.63,0.94,DMGROUP (DMG)
DMGROUP,DMG,2016/Q4,2017-04-28,3.73,86076085,75128.0,-10028.0,-9429.0,3.13,1.89,-0.07,,3.64,1.62,-0.61,,-2.09,-1.3,-1.8,DMGROUP (DMG)
DMGROUP,DMG,2017/Q1,2017-05-30,3.63,86076085,73561.0,-3039.0,-1466.0,3.09,1.34,-0.11,,3.59,1.15,-0.65,,-3.72,-2.31,-3.2,DMGROUP (DMG)
DMGROUP,DMG,2017/Q2,2017-10-02,2.76,86076085,76991.0,-8168.0,-7327.0,3.02,1.19,-0.24,,3.59,1.0,-0.72,,-7.83,-4.8,-6.59,DMGROUP (DMG)
DMGROUP,DMG,2017/Q3,2017-11-20,2.42,86326085,78686.0,-1074.0,1095.0,3.01,1.01,-0.23,,3.53,0.86,-0.72,,-7.59,-4.68,-6.48,DMGROUP (DMG)
DMGROUP,DMG,2017/Q4,2018-04-16,,86326085,76281.0,-70007.0,-12997.0,2.13,0.98,-0.91,,3.54,0.59,-0.83,,-42.58,-22.26,-25.61,DMGROUP (DMG)
DMGROUP,DMG,2018/Q1,2018-05-21,1.7,86326085,71698.0,-1198.0,-106.0,2.11,0.96,-0.89,,3.52,0.58,-0.85,,-41.97,-22.06,-25.23,DMGROUP (DMG)
DMGROUP,DMG,2018/Q2,2018-09-17,,86326085,70977.0,-939.0,108.0,2.15,0.8,-0.81,,3.45,0.5,-0.82,,-37.72,-20.45,-23.48,DMGROUP (DMG)
DMGROUP,DMG,2018/Q3,2018-11-09,0.67,86326085,80686.0,-1234.0,-179.0,2.13,0.4,-0.82,,3.47,0.24,-0.81,,-38.46,-20.96,-23.63,DMGROUP (DMG)
DMGROUP,DMG,2018/Q4,2019-04-01,1.75,87338652,77456.0,-3209.0,-40.0,2.07,0.46,-0.08,,3.44,0.28,-0.83,,-3.64,-1.96,-2.19,DMGROUP (DMG)
DMGROUP,DMG,2019/Q1,2019-05-20,,87338652,72666.0,-992.0,584.0,2.06,0.87,-0.07,,3.46,0.52,-0.83,,-3.52,-1.92,-2.1,DMGROUP (DMG)
DMGROUP,DMG,2019/Q2,2019-09-16,1.35,87338652,77628.0,1019.0,2303.0,2.07,0.81,-0.05,,3.53,0.48,-0.85,,-2.44,-1.33,-1.43,DMGROUP (DMG)
DMGROUP,DMG,2019/Q3,2019-11-18,1.3,87338652,85048.0,1103.0,1914.0,2.08,0.72,-0.02,,3.58,0.42,-0.83,,-1.14,-0.63,-0.66,DMGROUP (DMG)
DMGROUP,DMG,2019/Q4,2020-03-23,0.73,87338652,74518.0,2215.0,3800.0,2.11,0.59,0.04,32.38,3.55,0.35,-0.77,,1.81,1.04,1.08,DMGROUP (DMG)
DMGROUP,DMG,2020/Q1,2020-05-07,3.43,87338652,86277.0,2808.0,3669.0,2.14,0.51,0.08,13.45,3.7,0.3,-0.74,,3.83,2.14,2.21,DMGROUP (DMG)
DMGROUP,DMG,2020/Q2,2020-09-08,3.91,87338652,91145.0,8900.0,9117.0,2.24,1.57,0.17,20.46,3.86,0.91,-0.65,,7.68,4.33,4.46,DMGROUP (DMG)
DMGROUP,DMG,2020/Q3,2020-11-03,5.85,87338652,91222.0,5696.0,6457.0,2.3,2.74,0.22,28.05,3.93,1.6,-0.54,,9.76,5.8,5.72,DMGROUP (DMG)
DMGROUP,DMG,2020/Q4,2021-04-12,5.43,87338652,96168.0,11222.0,12699.0,2.43,1.81,0.33,13.42,4.18,1.05,-0.42,,13.49,8.24,7.85,DMGROUP (DMG)
DMGROUP,DMG,2021/Q1,2021-05-17,4.23,87338652,86220.0,4593.0,4983.0,2.48,2.18,0.35,15.51,4.18,1.29,-0.37,,14.02,8.51,8.34,DMGROUP (DMG)
DMGROUP,DMG,2021/Q2,2021-09-13,3.84,87338652,84498.0,1863.0,3538.0,2.44,1.62,0.27,14.78,4.1,0.96,-0.4,,10.96,6.63,6.53,DMGROUP (DMG)
DMGROUP,DMG,2021/Q3,2021-11-08,4.23,87338652,88473.0,3725.0,4362.0,2.49,1.65,0.25,16.73,4.07,1.01,-0.37,,9.85,6.06,6.02,DMGROUP (DMG)
DMGROUP,DMG,2021/Q4,2022-04-19,3.34,87338652,92676.0,1416.0,2167.0,2.49,1.84,0.13,34.53,4.03,1.14,-0.45,,5.33,3.21,3.3,DMGROUP (DMG)
DMGROUP,DMG,2022/Q1,2022-05-30,2.89,87338652,86063.0,-359.0,-769.0,2.49,1.43,0.08,46.79,4.03,0.88,-0.47,,3.06,1.79,1.89,DMGROUP (DMG)
DMGROUP,DMG,2022/Q2,2022-09-19,2.45,87338652,96106.0,-220.0,1029.0,2.45,1.14,0.05,53.61,4.16,0.67,-0.52,,2.13,1.23,1.26,DMGROUP (DMG)
DMGROUP,DMG,2022/Q3,2022-11-15,2.16,87338652,111095.0,3150.0,3958.0,2.49,1.0,0.05,54.33,4.42,0.56,-0.48,,1.83,1.05,1.03,DMGROUP (DMG)
DMGROUP,DMG,2022/Q4,2023-04-27,1.92,87338652,103305.0,-4837.0,-2907.0,2.43,0.84,-0.03,,4.54,0.45,-0.54,,-1.07,-0.61,-0.57,DMGROUP (DMG)
DMGROUP,DMG,2023/Q1,2023-05-30,2.02,87338652,103800.0,1752.0,3717.0,2.45,0.81,-0.0,,4.74,0.42,-0.51,,-0.07,-0.04,-0.04,DMGROUP (DMG)
DMGROUP,DMG,2023/Q2,2023-09-19,2.4,87338652,109223.0,5215.0,7666.0,2.51,0.83,0.06,34.41,4.89,0.43,-0.44,,2.41,1.42,1.24,DMGROUP (DMG)
DMGROUP,DMG,2023/Q3,2023-11-08,3.34,87338652,117433.0,8502.0,10473.0,2.61,1.01,0.12,21.77,4.97,0.53,-0.41,,4.66,2.77,2.45,DMGROUP (DMG)
DMGROUP,DMG,2023/Q4,2024-04-26,3.36,87338652,114016.0,6752.0,11189.0,2.68,1.18,0.25,12.46,5.09,0.62,-0.31,,9.48,5.81,5.0,DMGROUP (DMG)
DMGROUP,DMG,2024/Q1,2024-05-28,3.15,87338652,120375.0,6669.0,10318.0,2.76,1.2,0.31,10.62,5.28,0.63,-0.25,,11.27,6.87,5.89,DMGROUP (DMG)
DMGROUP,DMG,2024/Q2,2024-09-18,3.82,87338652,119183.0,10401.0,13147.0,2.79,1.25,0.37,9.38,5.39,0.64,-0.29,,13.28,7.84,6.86,DMGROUP (DMG)
DMGROUP,DMG,2024/Q3,2024-11-08,4.93,87338652,130750.0,12126.0,15339.0,2.92,1.66,0.41,11.78,5.55,0.87,-0.19,,14.08,8.68,7.42,DMGROUP (DMG)
DMGROUP,DMG,2024/Q4,2025-04-16,4.46,87338652,120767.0,6796.0,9812.0,2.96,1.8,0.41,12.96,5.62,0.95,-0.22,,13.91,8.89,7.33,DMGROUP (DMG)
DMGROUP,DMG,2025/Q1,2025-05-23,3.84,87338652,126673.0,7447.0,10439.0,3.0,1.52,0.42,10.83,5.69,0.8,-0.19,,14.03,8.67,7.39,DMGROUP (DMG)
DMGROUP,DMG,2025/Q2,2025-09-17,3.61,87338652,125700.0,4188.0,7179.0,3.0,1.25,0.35,10.72,5.77,0.65,-0.23,,11.65,7.09,6.06,DMGROUP (DMG)
