Nazwa,Rok,Przychody ze sprzedaży [tys. zł],Zysk netto [tys. zł],Koszty sprzedaży [tys. zł],EBITDA [tys. zł],Wartość firmy [tys. zł],Kredyty i pożyczki [tys. zł],Aktywa razem [tys. zł],Pasywa razem [tys. zł],Dywidenda [tys. zł]
PGM,2024,33379.0,-8297.0,8203.0,-5086.0,0.0,0.0,34153.0,34153.0,0.0
PGM,2025,31683.0,-7775.0,7619.0,-5598.0,0.0,0.0,34929.0,34929.0,0.0
PHARMENA,2008,3809.0,611.0,970.0,371.0,,0.0,16518.0,16518.0,0.0
PHARMENA,2009,6379.0,771.0,1253.0,649.0,,0.0,17092.0,17092.0,375.0
PHARMENA,2010,7704.0,124.0,2451.0,53.0,,0.0,16819.0,16819.0,375.0
PHARMENA,2011,8778.0,609.0,2365.0,818.0,,676.0,18050.0,18050.0,63.0
PHARMENA,2012,9130.0,-4100.0,0.0,-2874.0,0.0,0.0,11589.0,11589.0,313.0
PHARMENA,2013,14138.0,-2843.0,4053.0,-1197.0,0.0,0.0,20556.0,20556.0,880.0
PHARMENA,2014,14129.0,-4086.0,6562.0,-3603.0,0.0,954.0,16863.0,16863.0,967.0
PHARMENA,2015,17473.0,-3616.0,8151.0,-2625.0,0.0,3954.0,15157.0,15157.0,967.0
PHARMENA,2016,15924.0,-1664.0,7780.0,-871.0,0.0,4319.0,14283.0,14283.0,1055.0
PHARMENA,2017,12511.0,-2389.0,7202.0,-1676.0,0.0,3592.0,11103.0,11103.0,0.0
PHARMENA,2018,13040.0,-475.0,5913.0,404.0,0.0,1005.0,6803.0,6803.0,0.0
PHARMENA,2019,11099.0,-9573.0,12760.0,-9627.0,0.0,2997.0,11740.0,11740.0,0.0
PHARMENA,2020,9933.0,-6958.0,7167.0,-5380.0,0.0,5121.0,10950.0,10950.0,0.0
PHARMENA,2021,15213.0,-4639.0,6744.0,-3351.0,0.0,4747.0,11151.0,11151.0,0.0
PHARMENA,2022,19022.0,-1636.0,7317.0,53.0,0.0,7487.0,12579.0,12579.0,0.0
PHARMENA,2023,9537.0,28948.0,4287.0,33264.0,0.0,2.0,24132.0,24132.0,0.0
PHARMENA,2024,268.0,-1262.0,623.0,-3302.0,0.0,0.0,13526.0,13526.0,9467.0
PHARMENA,2025,889.0,-1780.0,1438.0,-2786.0,0.0,0.0,12176.0,12176.0,0.0
PHOTON,2010,390288.0,6550.0,0.0,10990.0,,30985.0,391056.0,391056.0,0.0
PHOTON,2011,102408.0,-31156.0,0.0,8586.0,,15644.0,451993.0,451993.0,0.0
PHOTON,2012,66102.0,-51650.0,0.0,-1263.0,,19881.0,470707.0,470707.0,0.0
PHOTON,2013,57547.0,-21673.0,0.0,13246.0,,12919.0,375985.0,375985.0,0.0
PHOTON,2014,50125.0,-17267.0,0.0,16751.0,,14428.0,408333.0,408333.0,0.0
PHOTON,2015,57326.0,-7615.0,0.0,25356.0,,14425.0,398621.0,398621.0,0.0
PHOTON,2016,57906.0,-11852.0,0.0,28898.0,0.0,15913.0,388171.0,388171.0,
PHOTON,2017,71981.0,-3049.0,0.0,33063.0,0.0,15003.0,363394.0,363394.0,0.0
PHOTON,2018,87101.0,2593.0,0.0,35428.0,0.0,15850.0,453207.0,453207.0,0.0
PHOTON,2019,128411.0,-2981.0,0.0,32535.0,0.0,15539.0,585088.0,585088.0,0.0
PHOTON,2020,130405.0,-40116.0,0.0,37818.0,0.0,27726.0,733310.0,733310.0,0.0
PHOTON,2021,167230.0,-29036.0,0.0,45111.0,0.0,20026.0,902347.0,902347.0,0.0
PHOTON,2022,441896.0,13061.0,0.0,110227.0,0.0,34044.0,1126678.0,1126678.0,0.0
PHOTON,2023,323356.0,-62737.0,0.0,18905.0,67146.0,71516.0,1207300.0,1207300.0,0.0
PHOTON,2024,381276.0,-58130.0,0.0,32223.0,65257.0,76568.0,1147954.0,1147954.0,0.0
PHOTON,2025,406284.0,-69912.0,0.0,21995.0,64782.0,59047.0,1146043.0,1146043.0,0.0
PKO,2007,,2941392.0,,3987023.0,,,108537600.0,108537600.0,980000.0
PKO,2008,,3139187.0,,4391653.0,,,134635986.0,134635986.0,1090000.0
PKO,2009,,2311784.0,,4916768.0,,,156478685.0,156478685.0,1000000.0
PKO,2010,,3212806.0,,4592370.0,,,169660501.0,169660501.0,2375000.0
PKO,2011,,3804745.0,,5320673.0,,,190748037.0,190748037.0,2475000.0
PKO,2012,,3737462.0,,5155202.0,,,193150675.0,193150675.0,1587500.0
PKO,2013,,3228193.0,,4625682.0,,,199231110.0,199231110.0,2250000.0
PKO,2014,,3242816.0,,4749917.0,,,248700589.0,248700589.0,0.0
PKO,2015,,2601253.0,,3971223.0,,,266939919.0,266939919.0,0.0
PKO,2016,,2876100.0,,4046200.0,1252000.0,,285572700.0,285572700.0,0.0
PKO,2017,,3109000.0,,5071000.0,1263000.0,,296912000.0,296912000.0,0.0
PKO,2018,,3742000.0,,5825000.0,1251000.0,,324255000.0,324255000.0,0.0
PKO,2019,,4032000.0,,6837000.0,1251000.0,,348044000.0,348044000.0,0.0
PKO,2020,,-2561000.0,,-737000.0,1133000.0,,376966000.0,376966000.0,0.0
PKO,2021,,4873000.0,,7693000.0,1133000.0,,418086000.0,418086000.0,0.0
PKO,2022,,3333000.0,,5956000.0,1133000.0,,430683000.0,430683000.0,2288000.0
PKO,2023,,5505000.0,,9834000.0,1133000.0,,501516000.0,501516000.0,0.0
PKO,2024,,9304000.0,,14137000.0,1133000.0,,525225000.0,525225000.0,4837000.0
PKO,2025,,10040000.0,,15351000.0,1133000.0,,547296000.0,547296000.0,10087000.0
PKPCARGO,2010,4732321.0,31588.0,0.0,563424.0,,12469.0,4500897.0,4500897.0,0.0
PKPCARGO,2011,5530479.0,411645.0,0.0,927578.0,,51434.0,5370290.0,5370290.0,0.0
PKPCARGO,2012,5159203.0,267443.0,0.0,766826.0,,96202.0,5623769.0,5623769.0,0.0
PKPCARGO,2013,4717690.0,65387.0,0.0,499030.0,0.0,73217.0,5743616.0,5743616.0,0.0
PKPCARGO,2014,4217073.0,78282.0,0.0,488127.0,0.0,92123.0,5680332.0,5680332.0,137496.0
PKPCARGO,2015,4363468.0,31411.0,0.0,523522.0,0.0,253592.0,6112662.0,6112662.0,110176.0
PKPCARGO,2016,4371959.0,-133772.0,0.0,464107.0,0.0,197803.0,6490797.0,6490797.0,0.0
PKPCARGO,2017,4692653.0,81673.0,0.0,729051.0,0.0,249701.0,6641559.0,6641559.0,0.0
PKPCARGO,2018,5183000.0,183900.0,0.0,907000.0,0.0,270500.0,6806300.0,6806300.0,0.0
PKPCARGO,2019,4781600.0,36000.0,0.0,859900.0,0.0,421300.0,7991300.0,7991300.0,67200.0
PKPCARGO,2020,4075600.0,-224300.0,0.0,580200.0,0.0,478500.0,7559400.0,7559400.0,0.0
PKPCARGO,2021,4266500.0,-225300.0,0.0,513200.0,0.0,473900.0,7613400.0,7613400.0,0.0
PKPCARGO,2022,5390100.0,148000.0,0.0,1066300.0,0.0,660700.0,7660200.0,7660200.0,0.0
PKPCARGO,2023,5491900.0,82100.0,0.0,1083100.0,0.0,804100.0,8320000.0,8320000.0,0.0
PKPCARGO,2024,4460400.0,-2412600.0,0.0,299700.0,0.0,1041100.0,6439600.0,6439600.0,0.0
PKPCARGO,2025,3981100.0,-1977400.0,0.0,202900.0,0.0,1167600.0,6341000.0,6341000.0,0.0
PLAYWAY,2014,7597.0,2921.0,0.0,3623.0,,0.0,9258.0,9258.0,0.0
PLAYWAY,2015,13328.0,5927.0,0.0,7377.0,538.0,91.0,16712.0,16712.0,0.0
PLAYWAY,2016,16105.0,5415.0,0.0,6146.0,1558.0,0.0,52793.0,52793.0,0.0
PLAYWAY,2017,43762.0,16778.0,0.0,21691.0,2177.0,2301.0,76726.0,76726.0,0.0
PLAYWAY,2018,78671.0,54733.0,0.0,50070.0,1879.0,311.0,121808.0,121808.0,15708.0
PLAYWAY,2019,130932.0,97267.0,0.0,83024.0,1691.0,0.0,211814.0,211814.0,21229.0
PLAYWAY,2020,197919.0,229857.0,0.0,118753.0,2577.0,0.0,458598.0,458598.0,68634.0
PLAYWAY,2021,252168.0,148854.0,0.0,154192.0,2692.0,26.0,572156.0,572156.0,129245.0
PLAYWAY,2022,289009.0,137112.0,0.0,174132.0,2584.0,374.0,558600.0,558600.0,153483.0
PLAYWAY,2023,307848.0,126295.0,0.0,160810.0,2472.0,0.0,534946.0,534946.0,152615.0
PLAYWAY,2024,340092.0,206567.0,0.0,185993.0,2553.0,0.0,551734.0,551734.0,159692.0
PLAYWAY,2025,323910.0,181584.0,0.0,179548.0,11708.0,1045.0,609439.0,609439.0,160819.0
PLAZACNTR,2007,1826512.0,812996.0,0.0,783154.0,0.0,1465.0,2726658.0,2726658.0,0.0
PLAZACNTR,2008,411453.0,282405.0,0.0,78212.0,0.0,289627.0,3999479.0,3999479.0,237806.0
PLAZACNTR,2009,65916.0,-265850.0,0.0,-58842.0,0.0,725660.0,4353135.0,4353135.0,0.0
PLAZACNTR,2010,149070.0,56426.0,0.0,172079.0,0.0,922362.0,5648560.0,5648560.0,0.0
PLAZACNTR,2011,252084.0,61235.0,0.0,63430.0,0.0,1308411.0,5956170.0,5956170.0,132584.0
PLAZACNTR,2012,170041.0,-351287.0,0.0,29010.0,0.0,842075.0,3621401.0,3621401.0,0.0
PLAZACNTR,2013,112070.0,-904392.0,0.0,-765685.0,0.0,714720.0,2429289.0,2429289.0,0.0
PLAZACNTR,2014,266074.0,-510142.0,0.0,-374460.0,0.0,161477.0,1986645.0,1986645.0,0.0
PLAZACNTR,2015,230496.0,-196523.0,0.0,-59627.0,0.0,135903.0,1670555.0,1670555.0,0.0
PLAZACNTR,2016,111675.0,-205791.0,0.0,-133981.0,0.0,212790.0,1425077.0,1425077.0,0.0
PLAZACNTR,2017,804809.0,-110792.0,0.0,-62251.0,0.0,0.0,586741.0,586741.0,0.0
PLAZACNTR,2018,10032.0,-164970.0,0.0,-146849.0,0.0,0.0,266342.0,266342.0,0.0
PLAZACNTR,2019,15688.0,-90140.0,0.0,-34881.0,0.0,16378.0,238906.0,238906.0,0.0
PLAZACNTR,2020,6701.0,-154550.0,0.0,-124115.0,0.0,49305.0,57851.0,57851.0,0.0
PLAZACNTR,2021,0.0,-124593.0,0.0,-14888.0,0.0,99775.0,45258.0,45258.0,0.0
PLAZACNTR,2022,0.0,-39850.0,0.0,2026.0,0.0,140195.0,38936.0,38936.0,0.0
PLAZACNTR,2023,0.0,-169350.0,0.0,-7383.0,0.0,168885.0,25314.0,25314.0,0.0
PLAZACNTR,2024,0.0,-120212.0,0.0,-14413.0,0.0,235575.0,11238.0,11238.0,0.0
POLENERGIA,2004,49911.0,6653.0,0.0,17385.0,0.0,16244.0,340277.0,340277.0,0.0
POLENERGIA,2005,61097.0,9341.0,0.0,16033.0,0.0,20490.0,379525.0,379525.0,126.0
POLENERGIA,2006,62715.0,519.0,0.0,3380.0,0.0,25888.0,426198.0,426198.0,9193.0
POLENERGIA,2007,92839.0,33106.0,0.0,45094.0,0.0,29130.0,482620.0,482620.0,0.0
POLENERGIA,2008,96144.0,33509.0,0.0,48316.0,0.0,52440.0,564220.0,564220.0,0.0
POLENERGIA,2009,106141.0,46924.0,0.0,50318.0,0.0,46979.0,664986.0,664986.0,0.0
POLENERGIA,2010,175966.0,61669.0,0.0,89916.0,0.0,62049.0,812128.0,812128.0,0.0
POLENERGIA,2011,147460.0,69773.0,0.0,59812.0,0.0,147326.0,1163552.0,1163552.0,0.0
POLENERGIA,2012,131768.0,93415.0,0.0,45748.0,0.0,109299.0,1023870.0,1023870.0,0.0
POLENERGIA,2013,139474.0,5914.0,0.0,44921.0,0.0,46742.0,949244.0,949244.0,0.0
POLENERGIA,2014,934513.0,31255.0,362.0,105460.0,184662.0,91993.0,2732294.0,2732294.0,0.0
POLENERGIA,2015,2772436.0,67384.0,805.0,220307.0,184619.0,121336.0,3198370.0,3198370.0,0.0
POLENERGIA,2016,2996769.0,-111580.0,770.0,54179.0,184625.0,296255.0,2974524.0,2974524.0,0.0
POLENERGIA,2017,2762378.0,-87702.0,452.0,84160.0,184613.0,298013.0,2664264.0,2664264.0,0.0
POLENERGIA,2018,3448712.0,3381.0,723.0,179327.0,69613.0,113119.0,3054282.0,3054282.0,0.0
POLENERGIA,2019,2596577.0,109036.0,550.0,261896.0,69613.0,50015.0,2479761.0,2479761.0,0.0
POLENERGIA,2020,1811346.0,110523.0,543.0,261834.0,69566.0,71368.0,3018449.0,3018449.0,0.0
POLENERGIA,2021,3999053.0,337280.0,538.0,327180.0,69129.0,413922.0,5607181.0,5607181.0,0.0
POLENERGIA,2022,7089231.0,159918.0,115915.0,354024.0,157338.0,216743.0,6247334.0,6247334.0,0.0
POLENERGIA,2023,5615412.0,263587.0,95118.0,543311.0,157338.0,211344.0,6711616.0,6711616.0,0.0
POLENERGIA,2024,4320530.0,301166.0,84148.0,642124.0,157338.0,150207.0,7530268.0,7530268.0,0.0
POLENERGIA,2025,4532356.0,40990.0,69219.0,468160.0,86338.0,228822.0,8181655.0,8181655.0,0.0
POLICE,2004,1645419.0,87978.0,45936.0,174277.0,0.0,7570.0,1318358.0,1318358.0,17075.0
POLICE,2005,1667836.0,76684.0,43610.0,126143.0,0.0,871.0,1436558.0,1436558.0,21895.0
POLICE,2006,1671363.0,-270945.0,47907.0,-181385.0,0.0,55153.0,1205243.0,1205243.0,25500.0
POLICE,2007,1824229.0,204502.0,56333.0,235245.0,0.0,5.0,1358986.0,1358986.0,0.0
POLICE,2008,2403621.0,28649.0,66420.0,230112.0,0.0,145230.0,1866556.0,1866556.0,0.0
POLICE,2009,1486608.0,-423703.0,44609.0,-327906.0,0.0,73530.0,1257661.0,1257661.0,0.0
POLICE,2010,2022636.0,26302.0,53304.0,79781.0,0.0,255793.0,1309284.0,1309284.0,0.0
POLICE,2011,2765561.0,312629.0,47407.0,336296.0,0.0,122533.0,1540343.0,1540343.0,0.0
POLICE,2012,2981216.0,101932.0,53896.0,210944.0,0.0,135804.0,1570918.0,1570918.0,0.0
POLICE,2013,2464359.0,49684.0,67466.0,141977.0,0.0,196752.0,1987713.0,1987713.0,50442.0
POLICE,2014,2412443.0,61211.0,90254.0,173497.0,0.0,131126.0,2078712.0,2078712.0,23250.0
POLICE,2015,2741689.0,164789.0,97664.0,293442.0,0.0,92259.0,2183704.0,2183704.0,42000.0
POLICE,2016,2416984.0,69709.0,116092.0,187898.0,0.0,74913.0,2059835.0,2059835.0,0.0
POLICE,2017,2599577.0,88508.0,112976.0,230519.0,0.0,117705.0,2165926.0,2165926.0,31500.0
POLICE,2018,2421347.0,-33619.0,112537.0,122015.0,0.0,60011.0,2368435.0,2368435.0,39750.0
POLICE,2019,2432318.0,43537.0,107417.0,175222.0,0.0,360267.0,2933500.0,2933500.0,0.0
POLICE,2020,2427966.0,123649.0,117313.0,194723.0,0.0,58376.0,3408863.0,3408863.0,0.0
POLICE,2021,3219916.0,113064.0,117731.0,295489.0,0.0,112486.0,4178943.0,4178943.0,0.0
POLICE,2022,5349679.0,-135394.0,132243.0,-8646.0,0.0,194894.0,4349522.0,4349522.0,0.0
POLICE,2023,2969508.0,-1069844.0,92552.0,-220895.0,0.0,576478.0,3304523.0,3304523.0,0.0
POLICE,2024,2484202.0,-71778.0,103267.0,76308.0,0.0,780384.0,3367082.0,3367082.0,0.0
POLICE,2025,2516360.0,-120381.0,103809.0,141073.0,0.0,840569.0,3480389.0,3480389.0,0.0
POLIMEX,2004,1725113.0,52198.0,31794.0,96074.0,,118766.0,1080349.0,1080349.0,0.0
POLIMEX,2005,1849903.0,48981.0,27946.0,168624.0,,72846.0,1106080.0,1106080.0,0.0
POLIMEX,2006,2483405.0,74056.0,28101.0,129726.0,0.0,49158.0,1631752.0,1631752.0,6863.0
POLIMEX,2007,3727622.0,116684.0,28322.0,205442.0,427529.0,192151.0,2799311.0,2799311.0,8544.0
POLIMEX,2008,4301136.0,140439.0,32324.0,298534.0,486139.0,276905.0,3395827.0,3395827.0,4643.0
POLIMEX,2009,4396778.0,175287.0,26797.0,343523.0,486919.0,114826.0,3807342.0,3807342.0,4643.0
POLIMEX,2010,4160901.0,119301.0,30316.0,300419.0,487001.0,277407.0,3923518.0,3923518.0,18148.0
POLIMEX,2011,4577738.0,-131123.0,35519.0,-59517.0,491674.0,352289.0,4480677.0,4480677.0,20320.0
POLIMEX,2012,4110417.0,-1244044.0,34263.0,-1085757.0,282694.0,179234.0,3850403.0,3850403.0,0.0
POLIMEX,2013,2362752.0,-260889.0,26538.0,-105093.0,282694.0,752254.0,3346908.0,3346908.0,0.0
POLIMEX,2014,2102197.0,-153226.0,19935.0,-343685.0,282694.0,415.0,2691597.0,2691597.0,0.0
POLIMEX,2015,2548575.0,68975.0,21127.0,150903.0,282694.0,150000.0,2727789.0,2727789.0,0.0
POLIMEX,2016,2668221.0,-60706.0,22347.0,4610.0,282694.0,129577.0,2497637.0,2497637.0,0.0
POLIMEX,2017,2421078.0,-137044.0,25537.0,-49234.0,91220.0,24383.0,2401918.0,2401918.0,0.0
POLIMEX,2018,1636869.0,16168.0,25281.0,62148.0,91220.0,93852.0,1870863.0,1870863.0,0.0
POLIMEX,2019,1589430.0,50654.0,22970.0,95637.0,91220.0,76323.0,1756310.0,1756310.0,0.0
POLIMEX,2020,1615320.0,63210.0,21035.0,126876.0,91220.0,13484.0,1939054.0,1939054.0,0.0
POLIMEX,2021,2304000.0,87025.0,26576.0,164360.0,91220.0,29884.0,2386897.0,2386897.0,0.0
POLIMEX,2022,3784203.0,131053.0,30789.0,207252.0,91220.0,33560.0,2728727.0,2728727.0,0.0
POLIMEX,2023,3013631.0,-123213.0,29706.0,-72915.0,91220.0,37363.0,2468988.0,2468988.0,0.0
POLIMEX,2024,2855894.0,-348584.0,32187.0,-350757.0,91220.0,36625.0,2658802.0,2658802.0,0.0
POLIMEX,2025,3386158.0,-242895.0,34292.0,-214094.0,91220.0,39118.0,2895683.0,2895683.0,0.0
POLSKI-HOLDING-NIERUCHOMOSCI,2009,224600.0,-302500.0,0.0,-345800.0,,0.0,2745400.0,2745400.0,21700.0
POLSKI-HOLDING-NIERUCHOMOSCI,2010,260800.0,39200.0,0.0,72000.0,,0.0,2736200.0,2736200.0,52400.0
POLSKI-HOLDING-NIERUCHOMOSCI,2011,214500.0,-158500.0,0.0,-181500.0,,0.0,2541000.0,2541000.0,22700.0
POLSKI-HOLDING-NIERUCHOMOSCI,2012,183300.0,-185800.0,0.0,-229900.0,0.0,0.0,2297600.0,2297600.0,0.0
POLSKI-HOLDING-NIERUCHOMOSCI,2013,171300.0,107000.0,0.0,-5000.0,0.0,0.0,2457800.0,2457800.0,0.0
POLSKI-HOLDING-NIERUCHOMOSCI,2014,166200.0,107800.0,0.0,13800.0,0.0,0.0,2283400.0,2283400.0,99800.0
POLSKI-HOLDING-NIERUCHOMOSCI,2015,159700.0,50800.0,0.0,-10700.0,0.0,8100.0,2514000.0,2514000.0,60700.0
POLSKI-HOLDING-NIERUCHOMOSCI,2016,175400.0,30700.0,0.0,46100.0,0.0,24800.0,2681000.0,2681000.0,19600.0
POLSKI-HOLDING-NIERUCHOMOSCI,2017,158600.0,31400.0,0.0,37600.0,0.0,20000.0,2642900.0,2642900.0,12200.0
POLSKI-HOLDING-NIERUCHOMOSCI,2018,169000.0,47800.0,0.0,66600.0,0.0,149600.0,2783500.0,2783500.0,12700.0
POLSKI-HOLDING-NIERUCHOMOSCI,2019,199500.0,69000.0,0.0,119400.0,0.0,182400.0,3784100.0,3784100.0,19200.0
POLSKI-HOLDING-NIERUCHOMOSCI,2020,733700.0,44600.0,0.0,99200.0,0.0,45100.0,4152600.0,4152600.0,27600.0
POLSKI-HOLDING-NIERUCHOMOSCI,2021,480500.0,73700.0,0.0,188400.0,0.0,224800.0,4317700.0,4317700.0,17900.0
POLSKI-HOLDING-NIERUCHOMOSCI,2022,627000.0,30000.0,0.0,157800.0,0.0,567200.0,4584800.0,4584800.0,18500.0
POLSKI-HOLDING-NIERUCHOMOSCI,2023,570900.0,-167000.0,0.0,-65900.0,0.0,684100.0,4625900.0,4625900.0,4100.0
POLSKI-HOLDING-NIERUCHOMOSCI,2024,815800.0,-184400.0,0.0,-15600.0,0.0,343500.0,4583600.0,4583600.0,0.0
POLSKI-HOLDING-NIERUCHOMOSCI,2025,940600.0,65800.0,0.0,125400.0,0.0,434400.0,4665300.0,4665300.0,0.0
POLWAX,2011,273304.0,17940.0,8953.0,25226.0,0.0,20858.0,108326.0,108326.0,14318.0
POLWAX,2012,260482.0,19409.0,7196.0,30211.0,0.0,34177.0,115436.0,115436.0,0.0
POLWAX,2013,241093.0,19968.0,7665.0,27544.0,0.0,56952.0,142143.0,142143.0,4000.0
POLWAX,2014,258175.0,22409.0,7223.0,30765.0,0.0,34307.0,124009.0,124009.0,10000.0
POLWAX,2015,280675.0,23849.0,7807.0,34249.0,0.0,31735.0,135561.0,135561.0,12300.0
POLWAX,2016,294609.0,20875.0,8980.0,31001.0,0.0,27269.0,139984.0,139984.0,10775.0
POLWAX,2017,283465.0,17211.0,10486.0,27015.0,0.0,18485.0,170527.0,170527.0,0.0
POLWAX,2018,277932.0,17560.0,10523.0,27215.0,0.0,36831.0,198614.0,198614.0,0.0
POLWAX,2019,215548.0,-55578.0,10699.0,-54276.0,0.0,36267.0,124969.0,124969.0,0.0
POLWAX,2020,216518.0,3034.0,12980.0,9553.0,0.0,20192.0,136885.0,136885.0,0.0
POLWAX,2021,271942.0,4786.0,11783.0,11057.0,0.0,15154.0,141964.0,141964.0,0.0
POLWAX,2022,331216.0,8330.0,13235.0,23139.0,0.0,11113.0,143771.0,143771.0,0.0
POLWAX,2023,252429.0,-39027.0,13427.0,-14397.0,0.0,6674.0,111813.0,111813.0,6180.0
POLWAX,2024,190218.0,-22763.0,11492.0,-14000.0,0.0,2211.0,112656.0,112656.0,0.0
POLWAX,2025,160625.0,-4622.0,10680.0,-5064.0,0.0,,139874.0,139874.0,0.0
PRI,2009,88063.0,3831.0,0.0,5484.0,0.0,2127.0,28928.0,28928.0,0.0
PRI,2010,124228.0,4211.0,0.0,6574.0,0.0,2671.0,74238.0,74238.0,0.0
PRI,2011,325649.0,7294.0,0.0,14416.0,7218.0,14649.0,143692.0,143692.0,0.0
PRI,2012,352131.0,10288.0,0.0,21600.0,7218.0,25740.0,159236.0,159236.0,3967.0
PRI,2013,399562.0,4802.0,0.0,13266.0,7218.0,37196.0,188855.0,188855.0,4898.0
PRI,2014,512045.0,3048.0,0.0,13482.0,7218.0,21783.0,175159.0,175159.0,3680.0
PRI,2015,572763.0,2330.0,0.0,10093.0,7218.0,21040.0,186299.0,186299.0,4341.0
PRI,2016,581597.0,3883.0,0.0,13797.0,7218.0,28046.0,228270.0,228270.0,0.0
PRI,2017,41795.0,3825.0,0.0,13717.0,8542.0,35271.0,270026.0,270026.0,0.0
PRI,2018,44504.0,-505.0,0.0,10759.0,8542.0,26975.0,257990.0,257990.0,0.0
PRI,2019,38502.0,-10018.0,0.0,8708.0,5921.0,5527.0,187304.0,187304.0,0.0
PRI,2020,3239.0,-6533.0,0.0,-3254.0,0.0,19489.0,161297.0,161297.0,2021.0
PRI,2021,4492.0,-3583.0,0.0,-387.0,0.0,3965.0,39834.0,39834.0,3392.0
PRI,2022,4734.0,-2256.0,0.0,-1136.0,0.0,3859.0,75071.0,75071.0,0.0
PRI,2023,4190.0,-1131.0,0.0,-141.0,0.0,1.0,73484.0,73484.0,0.0
PRI,2024,4284.0,-1010.0,0.0,-440.0,0.0,2.0,33369.0,33369.0,0.0
PRI,2025,3628.0,-1650.0,0.0,-1609.0,0.0,0.0,32783.0,32783.0,0.0
PROCHEM,2004,218524.0,12843.0,0.0,18153.0,0.0,3320.0,224116.0,224116.0,586.0
PROCHEM,2005,595111.0,24824.0,0.0,39751.0,0.0,32968.0,255767.0,255767.0,0.0
PROCHEM,2006,252421.0,10376.0,0.0,16159.0,0.0,2036.0,193325.0,193325.0,0.0
PROCHEM,2007,237737.0,13776.0,0.0,20869.0,0.0,5192.0,223971.0,223971.0,0.0
PROCHEM,2008,365235.0,15401.0,0.0,24177.0,0.0,3305.0,260987.0,260987.0,0.0
PROCHEM,2009,170588.0,2639.0,0.0,9680.0,0.0,5864.0,186834.0,186834.0,0.0
PROCHEM,2010,119041.0,4945.0,0.0,9247.0,0.0,2057.0,187006.0,187006.0,0.0
PROCHEM,2011,178423.0,5609.0,0.0,10580.0,0.0,4291.0,218175.0,218175.0,0.0
PROCHEM,2012,136069.0,-3152.0,0.0,-1508.0,0.0,7526.0,186106.0,186106.0,0.0
PROCHEM,2013,140489.0,-1013.0,0.0,1602.0,0.0,4411.0,189572.0,189572.0,3038.0
PROCHEM,2014,176048.0,3278.0,0.0,8208.0,0.0,14050.0,202337.0,202337.0,0.0
PROCHEM,2015,266443.0,4154.0,0.0,11992.0,0.0,11772.0,214436.0,214436.0,1363.0
PROCHEM,2016,169214.0,-23144.0,0.0,-21382.0,0.0,10400.0,160208.0,160208.0,0.0
PROCHEM,2017,112006.0,16976.0,0.0,19102.0,0.0,2233.0,156824.0,156824.0,0.0
PROCHEM,2018,153194.0,1839.0,0.0,2900.0,0.0,7077.0,149778.0,149778.0,0.0
PROCHEM,2019,323023.0,8043.0,0.0,12114.0,0.0,1786.0,259375.0,259375.0,0.0
PROCHEM,2020,352207.0,14008.0,0.0,23352.0,0.0,1334.0,251465.0,251465.0,0.0
PROCHEM,2021,247848.0,6280.0,0.0,11496.0,0.0,4104.0,244577.0,244577.0,0.0
PROCHEM,2022,221822.0,526.0,0.0,9270.0,0.0,1624.0,205395.0,205395.0,0.0
PROCHEM,2023,280655.0,-24348.0,0.0,-19128.0,0.0,2552.0,159780.0,159780.0,0.0
PROCHEM,2024,139721.0,-25593.0,0.0,-13554.0,0.0,648.0,123182.0,123182.0,0.0
PROCHEM,2025,103084.0,-27157.0,0.0,-14993.0,0.0,5075.0,117524.0,117524.0,0.0
PROJPRZEM,2004,90168.0,714.0,4046.0,4963.0,0.0,723.0,43071.0,43071.0,1626.0
PROJPRZEM,2005,120586.0,4331.0,3278.0,7932.0,0.0,81.0,54674.0,54674.0,1220.0
PROJPRZEM,2006,151960.0,6325.0,3270.0,8964.0,0.0,0.0,71383.0,71383.0,2033.0
PROJPRZEM,2007,138873.0,12055.0,2480.0,16186.0,0.0,183.0,135610.0,135610.0,2413.0
PROJPRZEM,2008,210370.0,10340.0,2687.0,15321.0,0.0,2474.0,161362.0,161362.0,3012.0
PROJPRZEM,2009,119688.0,559.0,8024.0,4556.0,0.0,5074.0,145655.0,145655.0,6024.0
PROJPRZEM,2010,112541.0,-11306.0,7660.0,-9999.0,0.0,3841.0,143824.0,143824.0,0.0
PROJPRZEM,2011,157433.0,1063.0,9132.0,3396.0,0.0,2401.0,142897.0,142897.0,0.0
PROJPRZEM,2012,153604.0,7260.0,12370.0,14057.0,0.0,845.0,143579.0,143579.0,0.0
PROJPRZEM,2013,158618.0,3862.0,16820.0,6501.0,0.0,206.0,159675.0,159675.0,2410.0
PROJPRZEM,2014,164073.0,-1994.0,18133.0,1663.0,0.0,3143.0,148945.0,148945.0,2393.0
PROJPRZEM,2015,130294.0,-7889.0,18328.0,-3386.0,0.0,1370.0,131367.0,131367.0,3590.0
PROJPRZEM,2016,123109.0,-4716.0,19179.0,1431.0,0.0,1072.0,129672.0,129672.0,0.0
PROJPRZEM,2017,199190.0,10845.0,17131.0,19080.0,31070.0,17115.0,187559.0,187559.0,0.0
PROJPRZEM,2018,261892.0,11047.0,19348.0,20053.0,31070.0,17842.0,188671.0,188671.0,6581.0
