Nazwa,Rok,Przychody ze sprzedaży [tys. zł],Zysk netto [tys. zł],Koszty sprzedaży [tys. zł],EBITDA [tys. zł],Wartość firmy [tys. zł],Kredyty i pożyczki [tys. zł],Aktywa razem [tys. zł],Pasywa razem [tys. zł],Dywidenda [tys. zł]
06N,2004,167714.0,12695.0,0.0,18135.0,,34782.0,300623.0,300623.0,0.0
06N,2005,7788.0,2315.0,0.0,-815.0,,30111.0,312587.0,312587.0,0.0
06N,2006,5900.0,26742.0,0.0,-7282.0,,0.0,190013.0,190013.0,0.0
06N,2007,8313.0,-9512.0,0.0,2449.0,,0.0,45088.0,45088.0,25260.0
06N,2008,176739.0,8608.0,5462.0,16492.0,0.0,6203.0,99145.0,99145.0,0.0
06N,2009,191118.0,1845.0,6608.0,16929.0,22447.0,9668.0,148582.0,148582.0,0.0
06N,2010,99936.0,-39698.0,3637.0,-26373.0,20324.0,6820.0,101965.0,101965.0,0.0
06N,2011,72733.0,-5533.0,1487.0,5995.0,20324.0,1211.0,106331.0,106331.0,0.0
06N,2012,55468.0,936.0,1278.0,4397.0,0.0,511.0,106201.0,106201.0,0.0
06N,2013,0.0,-8044.0,0.0,-3921.0,5680.0,1.0,74887.0,74887.0,0.0
06N,2014,2543.0,-19796.0,0.0,-3143.0,5680.0,0.0,56681.0,56681.0,0.0
06N,2016,3142.0,-27026.0,0.0,-3803.0,36.0,0.0,28651.0,28651.0,0.0
06N,2017,2350.0,1669.0,0.0,-882.0,387.0,0.0,33495.0,33495.0,0.0
06N,2018,6445.0,-4880.0,1047.0,-123.0,387.0,399.0,28645.0,28645.0,0.0
06N,2019,5145.0,1999.0,533.0,1800.0,387.0,0.0,29489.0,29489.0,0.0
06N,2020,7774.0,4891.0,1529.0,7143.0,387.0,0.0,33193.0,33193.0,0.0
06N,2021,5943.0,1929.0,1815.0,2212.0,387.0,0.0,37605.0,37605.0,0.0
06N,2022,6284.0,-634.0,1968.0,-1611.0,387.0,0.0,33432.0,33432.0,0.0
06N,2023,7103.0,68445.0,1987.0,82240.0,387.0,0.0,100267.0,100267.0,0.0
06N,2024,19152.0,5078.0,4221.0,4587.0,387.0,0.0,109248.0,109248.0,0.0
06N,2025,21643.0,1772.0,3999.0,1315.0,387.0,0.0,110620.0,110620.0,0.0
11-BIT-STUDIOS,2009,0.0,0.0,0.0,0.0,,0.0,100.0,100.0,0.0
11-BIT-STUDIOS,2010,474.0,-231.0,0.0,-223.0,,0.0,1352.0,1352.0,0.0
11-BIT-STUDIOS,2011,3055.0,1293.0,0.0,1516.0,,0.0,2986.0,2986.0,0.0
11-BIT-STUDIOS,2012,4795.0,1345.0,0.0,1913.0,0.0,0.0,7337.0,7337.0,0.0
11-BIT-STUDIOS,2013,5709.0,1008.0,0.0,1590.0,0.0,0.0,8713.0,8713.0,0.0
11-BIT-STUDIOS,2014,17679.0,9236.0,0.0,11532.0,0.0,0.0,21515.0,21515.0,0.0
11-BIT-STUDIOS,2015,23170.0,11566.0,0.0,16231.0,0.0,0.0,32818.0,32818.0,0.0
11-BIT-STUDIOS,2016,27016.0,12929.0,0.0,16703.0,0.0,0.0,45649.0,45649.0,0.0
11-BIT-STUDIOS,2017,19186.0,3558.0,0.0,9238.0,0.0,0.0,48650.0,48650.0,0.0
11-BIT-STUDIOS,2018,82114.0,37550.0,0.0,51442.0,0.0,1452.0,109263.0,109263.0,0.0
11-BIT-STUDIOS,2019,71221.0,21710.0,0.0,30295.0,0.0,1304.0,155668.0,155668.0,0.0
11-BIT-STUDIOS,2020,87102.0,37363.0,0.0,51057.0,0.0,1357.0,186340.0,186340.0,0.0
11-BIT-STUDIOS,2021,70123.0,28686.0,0.0,38951.0,0.0,1260.0,219513.0,219513.0,0.0
11-BIT-STUDIOS,2022,74206.0,22890.0,0.0,25874.0,0.0,1260.0,244197.0,244197.0,0.0
11-BIT-STUDIOS,2023,52273.0,527.0,0.0,11764.0,0.0,1260.0,258328.0,258328.0,0.0
11-BIT-STUDIOS,2024,140545.0,6889.0,0.0,16975.0,0.0,1260.0,262303.0,262303.0,0.0
11-BIT-STUDIOS,2025,167026.0,15850.0,0.0,48425.0,0.0,1260.0,265606.0,265606.0,0.0
3RG,2008,2395.0,333.0,0.0,484.0,,0.0,1322.0,1322.0,0.0
3RG,2009,3403.0,912.0,0.0,1352.0,,0.0,3101.0,3101.0,0.0
3RG,2010,5482.0,1526.0,0.0,2439.0,,0.0,4940.0,4940.0,0.0
3RG,2011,8139.0,2095.0,0.0,3475.0,0.0,0.0,7905.0,7905.0,0.0
3RG,2012,10539.0,-7728.0,0.0,-6965.0,0.0,0.0,20020.0,20020.0,0.0
3RG,2013,11924.0,-205.0,0.0,169.0,0.0,0.0,19158.0,19158.0,0.0
3RG,2014,10941.0,-1393.0,0.0,-900.0,0.0,0.0,17406.0,17406.0,0.0
3RG,2015,14146.0,-9133.0,0.0,-8183.0,329.0,0.0,18006.0,18006.0,0.0
3RG,2016,21782.0,444.0,0.0,901.0,5510.0,1115.0,21737.0,21737.0,0.0
3RG,2017,18268.0,-12327.0,0.0,-7765.0,4597.0,2035.0,11842.0,11842.0,0.0
3RG,2018,8549.0,-9851.0,0.0,-9347.0,936.0,16.0,4725.0,4725.0,0.0
3RG,2019,9654.0,-6228.0,0.0,-5297.0,87.0,10154.0,9059.0,9059.0,0.0
3RG,2020,137.0,-5389.0,0.0,-1025.0,15602.0,904.0,16853.0,16853.0,0.0
3RG,2021,1143.0,-914.0,0.0,-953.0,15602.0,102.0,17196.0,17196.0,0.0
3RG,2022,2946.0,803.0,0.0,921.0,15602.0,0.0,16885.0,16885.0,0.0
3RG,2023,5000.0,613.0,0.0,600.0,15602.0,0.0,18350.0,18350.0,0.0
3RG,2024,2891.0,-626.0,0.0,-655.0,15602.0,0.0,18406.0,18406.0,0.0
3RG,2025,4185.0,-324.0,0.0,-317.0,15602.0,0.0,19632.0,19632.0,0.0
4MS,2016,1140.0,-275.0,0.0,-260.0,,487.0,1596.0,1596.0,0.0
4MS,2017,5143.0,440.0,0.0,595.0,0.0,125.0,3785.0,3785.0,0.0
4MS,2018,13228.0,545.0,0.0,836.0,0.0,1268.0,8560.0,8560.0,0.0
4MS,2019,12476.0,-942.0,0.0,-566.0,0.0,1542.0,14500.0,14500.0,0.0
4MS,2020,26876.0,1178.0,0.0,2183.0,0.0,0.0,23102.0,23102.0,0.0
4MS,2021,36892.0,2011.0,0.0,3806.0,0.0,1307.0,37153.0,37153.0,0.0
4MS,2022,65326.0,8508.0,0.0,13307.0,0.0,0.0,52019.0,52019.0,0.0
4MS,2023,101547.0,18138.0,0.0,25926.0,1412.0,0.0,72557.0,72557.0,0.0
4MS,2024,124017.0,17488.0,0.0,24147.0,1130.0,585.0,95081.0,95081.0,0.0
4MS,2025,117793.0,12625.0,0.0,19911.0,988.0,292.0,91560.0,91560.0,0.0
AAT,2004,30784.0,869.0,0.0,-748.0,,,24521.0,24521.0,0.0
AAT,2005,80473.0,15651.0,1493.0,4489.0,,,45008.0,45008.0,0.0
AAT,2006,12726.0,12835.0,793.0,1426.0,0.0,4149.0,81381.0,81381.0,1654.0
AAT,2007,20961.0,40136.0,1165.0,43994.0,0.0,20592.0,306973.0,306973.0,1942.0
AAT,2008,28008.0,-2914.0,1809.0,12207.0,4703.0,3930.0,289111.0,289111.0,3042.0
AAT,2009,24689.0,-1106.0,1201.0,3537.0,4337.0,3696.0,286836.0,286836.0,761.0
AAT,2010,24166.0,8471.0,1504.0,29218.0,4337.0,3979.0,299232.0,299232.0,761.0
AAT,2011,25185.0,-16316.0,2066.0,17396.0,4337.0,33324.0,286000.0,286000.0,761.0
AAT,2012,18021.0,-5280.0,826.0,-7953.0,0.0,30082.0,271737.0,271737.0,0.0
AAT,2013,17964.0,-4039.0,623.0,706.0,0.0,26351.0,262023.0,262023.0,0.0
AAT,2014,4310.0,8856.0,0.0,6927.0,0.0,0.0,188964.0,188964.0,0.0
AAT,2015,4970.0,3526.0,0.0,2996.0,0.0,0.0,192895.0,192895.0,0.0
AAT,2016,2925.0,912.0,0.0,-1099.0,0.0,3341.0,195636.0,195636.0,0.0
AAT,2017,1640.0,3981.0,0.0,3379.0,0.0,3478.0,199474.0,199474.0,0.0
AAT,2018,1177.0,-6612.0,0.0,-7221.0,0.0,3667.0,193150.0,193150.0,0.0
AAT,2019,929.0,149.0,0.0,-350.0,0.0,3792.0,176949.0,176949.0,0.0
AAT,2020,871.0,16679.0,0.0,7203.0,0.0,34.0,189316.0,189316.0,0.0
AAT,2021,760.0,7919.0,0.0,7434.0,0.0,7068.0,200432.0,200432.0,6708.0
AAT,2022,599.0,4199.0,0.0,2589.0,0.0,10.0,197675.0,197675.0,0.0
AAT,2023,553.0,7585.0,0.0,6239.0,0.0,0.0,205356.0,205356.0,0.0
AAT,2024,487.0,8849.0,0.0,8846.0,0.0,0.0,215401.0,215401.0,0.0
AAT,2025,641.0,-8863.0,0.0,-8642.0,0.0,513.0,204653.0,204653.0,0.0
ABE,2005,983377.0,6033.0,21681.0,11415.0,,,294677.0,294677.0,0.0
ABE,2006,1233211.0,9636.0,26214.0,17304.0,,,355881.0,355881.0,0.0
ABE,2007,3003828.0,17122.0,62779.0,39536.0,21355.0,206391.0,624786.0,624786.0,0.0
ABE,2008,2839738.0,26969.0,82901.0,82982.0,43570.0,123459.0,673012.0,673012.0,0.0
ABE,2009,2882109.0,35160.0,75081.0,66273.0,40593.0,141407.0,788409.0,788409.0,0.0
ABE,2010,3562156.0,52707.0,79985.0,70209.0,41400.0,175752.0,909768.0,909768.0,4844.0
ABE,2011,4342487.0,47757.0,103827.0,91418.0,41980.0,199891.0,1090010.0,1090010.0,0.0
ABE,2012,5430433.0,41668.0,107598.0,74159.0,42107.0,211335.0,1167398.0,1167398.0,0.0
ABE,2013,5758184.0,57297.0,127837.0,95966.0,41592.0,194561.0,1259790.0,1259790.0,0.0
ABE,2014,6793162.0,68392.0,140105.0,108429.0,41914.0,161404.0,1519646.0,1519646.0,0.0
ABE,2015,7553068.0,64603.0,186061.0,112292.0,44386.0,135564.0,1839276.0,1839276.0,0.0
ABE,2016,8278017.0,67848.0,190213.0,115961.0,43755.0,143910.0,1872212.0,1872212.0,0.0
ABE,2017,8236563.0,60952.0,203841.0,111471.0,45572.0,133317.0,1962359.0,1962359.0,0.0
ABE,2018,8793327.0,57775.0,213442.0,98302.0,45294.0,147888.0,2073912.0,2073912.0,0.0
ABE,2019,10206877.0,66383.0,208525.0,111328.0,45143.0,97568.0,2614496.0,2614496.0,0.0
ABE,2020,13074310.0,123720.0,229274.0,182837.0,47842.0,101475.0,2688334.0,2688334.0,7103.0
ABE,2021,14030825.0,151112.0,255361.0,231402.0,50845.0,205954.0,3422484.0,3422484.0,16143.0
ABE,2022,15219713.0,158053.0,247128.0,295308.0,50416.0,193071.0,3409907.0,3409907.0,20085.0
ABE,2024,14658180.0,174686.0,239996.0,308638.0,42889.0,62746.0,3875790.0,3875790.0,31654.0
ABE,2025,14905001.0,172806.0,248433.0,292645.0,43267.0,53404.0,3542905.0,3542905.0,47362.0
ACG,2008,116517.0,21433.0,4996.0,38646.0,,5198.0,80189.0,80189.0,11620.0
ACG,2009,106216.0,21007.0,5535.0,29051.0,,5548.0,73629.0,73629.0,19133.0
ACG,2010,118289.0,21088.0,7479.0,29150.0,,5198.0,71963.0,71963.0,20999.0
ACG,2011,140625.0,22583.0,9188.0,30800.0,,0.0,101371.0,101371.0,0.0
ACG,2012,158979.0,25060.0,10481.0,33015.0,,0.0,119488.0,119488.0,22499.0
ACG,2013,171028.0,26735.0,13264.0,38184.0,,0.0,121798.0,121798.0,20120.0
ACG,2014,168892.0,25409.0,15009.0,36926.0,,0.0,125250.0,125250.0,22037.0
ACG,2015,166732.0,28616.0,15361.0,41671.0,0.0,0.0,138470.0,138470.0,22204.0
ACG,2016,184891.0,30204.0,16841.0,44515.0,0.0,6803.0,131121.0,131121.0,48457.0
ACG,2017,194414.0,30698.0,18617.0,47311.0,0.0,24272.0,150117.0,150117.0,26236.0
ACG,2018,237426.0,39009.0,22717.0,58861.0,0.0,4345.0,166433.0,166433.0,24490.0
ACG,2019,222682.0,38183.0,20151.0,57746.0,0.0,21747.0,174768.0,174768.0,38922.0
ACG,2020,185222.0,30898.0,18628.0,47660.0,0.0,33826.0,196937.0,196937.0,18436.0
ACG,2021,206296.0,24114.0,22738.0,41334.0,0.0,35479.0,205870.0,205870.0,22163.0
ACG,2022,270457.0,36359.0,20843.0,56139.0,0.0,17122.0,213101.0,213101.0,20147.0
ACG,2023,260016.0,28480.0,22122.0,43589.0,0.0,44224.0,223174.0,223174.0,0.0
ACG,2024,240100.0,28221.0,21033.0,44040.0,0.0,37059.0,214369.0,214369.0,27596.0
ACG,2025,216441.0,20054.0,21257.0,36135.0,0.0,,222778.0,222778.0,0.0
ACTION,2005,1331916.0,-13576.0,41374.0,-1405.0,,57806.0,303125.0,303125.0,3405.0
ACTION,2006,1436782.0,16738.0,54265.0,28965.0,,16348.0,320676.0,320676.0,0.0
ACTION,2007,1797520.0,22170.0,78967.0,37700.0,11947.0,59131.0,405639.0,405639.0,2461.0
ACTION,2008,2343368.0,35915.0,114313.0,69777.0,11947.0,133905.0,572898.0,572898.0,4431.0
ACTION,2009,3079437.0,20723.0,167221.0,49872.0,14283.0,29497.0,549809.0,549809.0,23680.0
ACTION,2010,2105901.0,25783.0,111301.0,46197.0,13994.0,64680.0,585027.0,585027.0,13948.0
ACTION,2011,2804768.0,42409.0,115104.0,68794.0,13994.0,83577.0,777092.0,777092.0,7057.0
ACTION,2012,3515189.0,48319.0,134819.0,79625.0,13994.0,106504.0,901038.0,901038.0,13784.0
ACTION,2013,4749183.0,60734.0,182755.0,91352.0,13994.0,76851.0,1154240.0,1154240.0,24615.0
ACTION,2014,5445189.0,68591.0,207540.0,101876.0,17500.0,189411.0,1461814.0,1461814.0,16610.0
ACTION,2015,5312134.0,20863.0,217829.0,48214.0,17500.0,115423.0,1361187.0,1361187.0,16610.0
ACTION,2016,3164837.0,-164043.0,190111.0,-135604.0,2336.0,253715.0,835534.0,835534.0,0.0
ACTION,2017,1700115.0,-58542.0,129902.0,-40898.0,0.0,140443.0,630805.0,630805.0,0.0
ACTION,2018,1603903.0,-25238.0,116298.0,-15455.0,0.0,117453.0,562020.0,562020.0,0.0
ACTION,2019,1638927.0,-4994.0,85256.0,3413.0,0.0,112968.0,546407.0,546407.0,0.0
ACTION,2020,2062236.0,184925.0,76179.0,165000.0,0.0,1023.0,630619.0,630619.0,0.0
ACTION,2021,2307109.0,100909.0,94319.0,124307.0,0.0,1025.0,635710.0,635710.0,0.0
ACTION,2022,2366956.0,48943.0,117584.0,61352.0,698.0,1000.0,648017.0,648017.0,0.0
ACTION,2023,2510437.0,36655.0,131353.0,53121.0,2415.0,1822.0,687929.0,687929.0,0.0
ACTION,2024,2534056.0,41228.0,137921.0,55311.0,4198.0,1632.0,654939.0,654939.0,0.0
ACTION,2025,2764884.0,38892.0,142027.0,56439.0,4198.0,1584.0,693007.0,693007.0,0.0
ADIUVO-INVESTMENT,2013,0.0,-5550.0,0.0,-4312.0,,0.0,57684.0,57684.0,0.0
ADIUVO-INVESTMENT,2014,36.0,-14583.0,0.0,-8803.0,0.0,132.0,55890.0,55890.0,0.0
ADIUVO-INVESTMENT,2015,3937.0,-20021.0,0.0,-13394.0,0.0,150.0,86122.0,86122.0,0.0
ADIUVO-INVESTMENT,2016,4779.0,-19304.0,0.0,-17883.0,0.0,0.0,97641.0,97641.0,0.0
ADIUVO-INVESTMENT,2017,5762.0,-52562.0,0.0,-50786.0,0.0,0.0,66927.0,66927.0,0.0
ADIUVO-INVESTMENT,2018,2794.0,-29143.0,0.0,-22091.0,0.0,0.0,82753.0,82753.0,0.0
ADIUVO-INVESTMENT,2019,1778.0,-17212.0,0.0,-15853.0,0.0,202.0,75925.0,75925.0,0.0
ADIUVO-INVESTMENT,2020,942.0,-16771.0,0.0,-12914.0,0.0,10346.0,71029.0,71029.0,0.0
ADIUVO-INVESTMENT,2021,1604.0,-17751.0,0.0,828.0,0.0,26396.0,56612.0,56612.0,0.0
ADIUVO-INVESTMENT,2022,173.0,-64267.0,0.0,-37740.0,0.0,30366.0,6930.0,6930.0,0.0
ADIUVO-INVESTMENT,2023,990.0,-12080.0,0.0,-6534.0,0.0,23562.0,2206.0,2206.0,0.0
ADIUVO-INVESTMENT,2024,334.0,-4294.0,0.0,-3470.0,0.0,16431.0,596.0,596.0,0.0
ADIUVO-INVESTMENT,2025,667.0,-3881.0,0.0,348.0,2523.0,19894.0,9092.0,9092.0,0.0
AGORA,2004,1001087.0,68396.0,183930.0,185625.0,,34872.0,1456784.0,1456784.0,0.0
AGORA,2005,1202138.0,125613.0,250325.0,247250.0,,1.0,1503959.0,1503959.0,28377.0
AGORA,2006,1133680.0,32002.0,298542.0,116589.0,,35660.0,1532637.0,1532637.0,27489.0
AGORA,2007,1272323.0,100181.0,318835.0,198602.0,,34810.0,1623137.0,1623137.0,82433.0
AGORA,2008,1277670.0,23302.0,350794.0,128427.0,,59736.0,1598561.0,1598561.0,27489.0
AGORA,2009,1110127.0,37307.0,273656.0,134099.0,,42446.0,1538236.0,1538236.0,0.0
AGORA,2010,1116742.0,71869.0,252427.0,167353.0,310490.0,66369.0,1805476.0,1805476.0,25469.0
AGORA,2011,1234553.0,43789.0,254612.0,144671.0,311585.0,70527.0,1803720.0,1803720.0,25469.0
AGORA,2012,1138588.0,-8105.0,221794.0,80705.0,311104.0,103005.0,1702819.0,1702819.0,50937.0
AGORA,2013,1073935.0,1179.0,199639.0,103469.0,311104.0,67859.0,1642857.0,1642857.0,0.0
AGORA,2014,1102417.0,-11026.0,221953.0,77733.0,311104.0,40090.0,1556499.0,1556499.0,0.0
AGORA,2015,1189340.0,15319.0,260088.0,120720.0,319317.0,46794.0,1610213.0,1610213.0,0.0
AGORA,2016,1198432.0,-13184.0,226123.0,114870.0,319317.0,38988.0,1569382.0,1569382.0,35749.0
AGORA,2017,1165479.0,-79293.0,206142.0,29971.0,295834.0,29169.0,1395888.0,1395888.0,0.0
AGORA,2018,1141158.0,9379.0,206595.0,88509.0,295117.0,33209.0,1399826.0,1399826.0,23290.0
AGORA,2019,1249663.0,6006.0,222474.0,182715.0,320265.0,35687.0,1992445.0,1992445.0,23290.0
AGORA,2020,836459.0,-130239.0,156461.0,51281.0,317804.0,86370.0,2018298.0,2018298.0,0.0
AGORA,2021,965874.0,-46642.0,169109.0,119528.0,317804.0,176541.0,1921256.0,1921256.0,0.0
AGORA,2022,1113119.0,-105663.0,189417.0,93315.0,274429.0,155519.0,1793073.0,1793073.0,0.0
AGORA,2023,1424311.0,85000.0,221008.0,216683.0,360330.0,170391.0,2045408.0,2045408.0,0.0
AGORA,2024,1480503.0,26408.0,242310.0,260495.0,,127763.0,2012500.0,2012500.0,0.0
AGORA,2025,1485998.0,20012.0,248102.0,267781.0,,140810.0,1987600.0,1987600.0,0.0
AGROTON,2007,164969.0,35478.0,4544.0,54354.0,,81529.0,235496.0,235496.0,0.0
AGROTON,2008,276727.0,-55948.0,7638.0,31031.0,,142664.0,248504.0,248504.0,0.0
AGROTON,2009,216894.0,12766.0,4669.0,60503.0,,147671.0,359263.0,359263.0,0.0
AGROTON,2010,287814.0,46643.0,8572.0,104040.0,,40214.0,427717.0,427717.0,0.0
AGROTON,2011,417196.0,923.0,3291.0,34796.0,0.0,12385.0,614780.0,614780.0,0.0
AGROTON,2012,310335.0,21025.0,3909.0,74635.0,0.0,12411.0,579954.0,579954.0,0.0
AGROTON,2013,280977.0,-17138.0,2364.0,7479.0,0.0,11828.0,560605.0,560605.0,0.0
AGROTON,2014,276217.0,-282295.0,5254.0,70831.0,0.0,5569.0,343695.0,343695.0,0.0
AGROTON,2015,228047.0,-37408.0,7775.0,88602.0,0.0,7408.0,272285.0,272285.0,0.0
AGROTON,2016,314196.0,91029.0,6415.0,106727.0,0.0,309.0,342009.0,342009.0,0.0
AGROTON,2017,263531.0,28971.0,9198.0,33671.0,0.0,310.0,318508.0,318508.0,0.0
AGROTON,2018,299039.0,49425.0,16419.0,47511.0,0.0,29570.0,372534.0,372534.0,0.0
AGROTON,2019,269470.0,19691.0,3084.0,7406.0,0.0,482.0,434639.0,434639.0,0.0
AGROTON,2020,339977.0,44195.0,10347.0,122445.0,0.0,481.0,452275.0,452275.0,0.0
AGROTON,2023,,,,0.0,0.0,362.0,400492.0,400492.0,
AIRWAY-MEDIX,2013,0.0,-516.0,0.0,-121.0,,0.0,40697.0,40697.0,0.0
AIRWAY-MEDIX,2014,0.0,-5053.0,0.0,-2207.0,0.0,0.0,45043.0,45043.0,0.0
AIRWAY-MEDIX,2015,0.0,-1546.0,0.0,-1043.0,0.0,25.0,22844.0,22844.0,0.0
AIRWAY-MEDIX,2016,57.0,-2016.0,0.0,-2305.0,0.0,0.0,28977.0,28977.0,0.0
AIRWAY-MEDIX,2017,0.0,635.0,0.0,1110.0,0.0,0.0,28499.0,28499.0,0.0
AIRWAY-MEDIX,2018,921.0,-2034.0,0.0,-2538.0,0.0,0.0,45655.0,45655.0,0.0
AIRWAY-MEDIX,2019,294.0,-1361.0,0.0,-1428.0,0.0,451.0,43767.0,43767.0,0.0
AIRWAY-MEDIX,2020,257.0,-2374.0,0.0,-1902.0,0.0,10293.0,51483.0,51483.0,0.0
AIRWAY-MEDIX,2021,0.0,-7044.0,0.0,6020.0,0.0,13228.0,44496.0,44496.0,0.0
AIRWAY-MEDIX,2022,95.0,-37914.0,0.0,-35998.0,0.0,7794.0,6214.0,6214.0,0.0
AIRWAY-MEDIX,2023,12.0,-3276.0,0.0,-2647.0,0.0,14483.0,7361.0,7361.0,0.0
AIRWAY-MEDIX,2024,12.0,-11735.0,0.0,-6308.0,0.0,15121.0,3816.0,3816.0,0.0
AIRWAY-MEDIX,2025,2.0,1842.0,0.0,2026.0,0.0,12706.0,12625.0,12625.0,0.0
ALE,2017,1662705.0,5783.0,0.0,644434.0,8582405.0,83248.0,14565990.0,14565990.0,
ALE,2018,1978017.0,271904.0,0.0,1097970.0,8582405.0,209654.0,14762341.0,14762341.0,0.0
ALE,2019,2592306.0,393075.0,0.0,1325390.0,8631342.0,335741.0,14278013.0,14278013.0,0.0
ALE,2020,3997811.0,418560.0,692509.0,1586832.0,8639249.0,577.0,15147880.0,15147880.0,0.0
ALE,2021,5352870.0,1089618.0,1246198.0,1993740.0,8669569.0,3316.0,16869877.0,16869877.0,0.0
ALE,2022,9004916.0,-1916796.0,1773365.0,2000536.0,8750198.0,1706.0,19232759.0,19232759.0,0.0
ALE,2023,10185317.0,284058.0,0.0,2414097.0,8816140.0,2702.0,18538803.0,18538803.0,0.0
ALE,2024,10821231.0,1034561.0,0.0,2831017.0,8816140.0,0.0,19517291.0,19517291.0,0.0
ALE,2025,11164887.0,1127960.0,0.0,2984663.0,8816140.0,0.0,20403438.0,20403438.0,0.0
ALG,2011,1253.0,-634.0,0.0,-2.0,,307.0,8539.0,8539.0,0.0
ALG,2012,2036.0,424.0,0.0,589.0,,137.0,8106.0,8106.0,0.0
ALG,2013,1485.0,-180.0,0.0,213.0,0.0,1487.0,24225.0,24225.0,0.0
ALG,2014,483222.0,9113.0,0.0,11547.0,0.0,0.0,31366.0,31366.0,0.0
ALG,2015,-8742.0,-7394.0,0.0,-9313.0,0.0,1.0,22683.0,22683.0,0.0
ALG,2016,-8825.0,-7571.0,0.0,-9219.0,0.0,0.0,15490.0,15490.0,0.0
ALG,2017,-8583.0,-8567.0,0.0,-9937.0,0.0,,6193.0,6193.0,0.0
ALG,2018,-1435.0,-3879.0,0.0,-1999.0,0.0,0.0,50.0,50.0,0.0
ALG,2019,0.0,-188.0,0.0,-171.0,0.0,0.0,28.0,28.0,0.0
ALG,2020,25750.0,-12850.0,12444.0,376.0,0.0,19583.0,54721.0,54721.0,0.0
ALG,2021,27218.0,3254.0,19814.0,10175.0,0.0,388.0,51319.0,51319.0,0.0
ALG,2022,14254.0,-40541.0,13631.0,-28337.0,0.0,5668.0,13801.0,13801.0,0.0
ALG,2023,3967.0,-6527.0,2279.0,-3594.0,0.0,2506.0,20390.0,20390.0,0.0
ALG,2024,2367.0,-2760.0,686.0,-1501.0,0.0,6652.0,23142.0,23142.0,0.0
ALG,2025,1776.0,325.0,560.0,-1269.0,0.0,1076.0,22762.0,22762.0,0.0
ALIOR-BANK,2009,,-271340.0,,-299964.0,,,6260306.0,6260306.0,0.0
ALIOR-BANK,2010,,-103990.0,,-74562.0,,,9311894.0,9311914.0,0.0
ALIOR-BANK,2011,,152181.0,,222044.0,,,15483622.0,15483622.0,0.0
ALIOR-BANK,2012,,61130.0,,162886.0,,,21181094.0,21181094.0,0.0
ALIOR-BANK,2013,,227902.0,,340532.0,,,25549871.0,25549871.0,0.0
ALIOR-BANK,2014,,322047.0,,476583.0,,,30167568.0,30167568.0,0.0
ALIOR-BANK,2015,,308975.0,,472371.0,,,40003010.0,40003010.0,0.0
ALIOR-BANK,2016,,618077.0,,796891.0,105342.0,,61209545.0,61209545.0,0.0
ALIOR-BANK,2017,,515617.0,,913712.0,105344.0,,69493780.0,69493780.0,0.0
ALIOR-BANK,2018,,713373.0,,1162818.0,105344.0,,73419887.0,73419887.0,0.0
ALIOR-BANK,2019,,252832.0,,742884.0,105344.0,,76735834.0,76735834.0,0.0
ALIOR-BANK,2020,,-311233.0,,81208.0,105344.0,,78642032.0,78642032.0,0.0
ALIOR-BANK,2021,,481925.0,,1012194.0,236835.0,,83048372.0,83048372.0,0.0
ALIOR-BANK,2022,,683111.0,,1278039.0,236835.0,,82877172.0,82877172.0,0.0
ALIOR-BANK,2023,,2030125.0,,2965831.0,236835.0,,90134134.0,90134134.0,0.0
ALIOR-BANK,2024,,2445022.0,,3468326.0,236835.0,,93293487.0,93293487.0,0.0
ALIOR-BANK,2025,,2294489.0,,3240294.0,236835.0,,97742124.0,97742124.0,0.0
ALL,2009,6884.0,295.0,0.0,815.0,,399.0,8936.0,8936.0,0.0
ALL,2010,9208.0,1466.0,0.0,1523.0,,509.0,6915.0,6915.0,0.0
ALL,2011,12289.0,2342.0,0.0,3459.0,0.0,304.0,13828.0,13828.0,0.0
ALL,2012,13146.0,3081.0,0.0,4538.0,0.0,1.0,15412.0,15412.0,0.0
ALL,2013,14504.0,3885.0,3204.0,5843.0,0.0,0.0,20779.0,20779.0,0.0
ALL,2014,53883.0,7048.0,8979.0,11010.0,36683.0,0.0,87123.0,87123.0,0.0
ALL,2015,68157.0,6573.0,14090.0,11989.0,36726.0,1727.0,116307.0,116307.0,0.0
ALL,2016,89045.0,7621.0,12920.0,14701.0,36747.0,1747.0,128789.0,128789.0,0.0
ALL,2017,101430.0,9147.0,12592.0,17233.0,36747.0,3441.0,127659.0,127659.0,2471.0
ALL,2018,117730.0,5011.0,15689.0,14010.0,38379.0,3182.0,136970.0,136970.0,0.0
ALL,2019,140661.0,499.0,17014.0,12498.0,38379.0,8266.0,134420.0,134420.0,0.0
ALL,2020,156204.0,9431.0,15674.0,23820.0,38692.0,11434.0,162852.0,162852.0,0.0
ALL,2021,212448.0,17064.0,21084.0,35695.0,54921.0,56.0,278688.0,278688.0,3954.0
ALL,2022,410082.0,38545.0,19713.0,63524.0,145815.0,7344.0,419140.0,419140.0,3954.0
ALL,2023,453119.0,20885.0,26782.0,50061.0,150673.0,27279.0,435667.0,435667.0,12536.0
ALL,2024,556659.0,53138.0,37474.0,83639.0,257279.0,33425.0,639204.0,639204.0,0.0
ALL,2025,590365.0,51706.0,42001.0,83130.0,241661.0,31067.0,574834.0,574834.0,10040.0
ALTUS,2011,19478.0,8383.0,5427.0,10113.0,,0.0,19493.0,19493.0,1000.0
